provider_id,hospital_name,city,state,zip_code,hospital_type,hospital_ownership,hospital_overall_rating,patient_experience_national_comparison,address,Latitudes,Longitudes
390093,CLARION HOSPITAL,CLARION,PA,16214,Acute Care Hospitals,Voluntary non-profit - Other,2,Below the national average,"ONE HOSPITAL DRIVE
CLARION, PA
",41.1918643,-79.3968156
390111,HOSPITAL OF UNIV OF PENNSYLVANIA,PHILADELPHIA,PA,19104,Acute Care Hospitals,Voluntary non-profit - Private,4,Above the national average,"34TH &amp; SPRUCE STS
PHILADELPHIA, PA
",32.31691,-81.119796
390123,POTTSTOWN MEMORIAL MEDICAL CENTER,POTTSTOWN,PA,19464,Acute Care Hospitals,Proprietary,1,Below the national average,"1600 EAST HIGH STREET AND ARMAND HAMMER BLVD
POTTSTOWN, PA
",40.2440176,-75.6136084
390146,WARREN GENERAL HOSPITAL,WARREN,PA,16365,Acute Care Hospitals,Voluntary non-profit - Private,3,Below the national average,"TWO CRESCENT PARK WEST
WARREN, PA
",41.8432642,-79.154718
390163,ACMH HOSPITAL,KITTANNING,PA,16201,Acute Care Hospitals,Voluntary non-profit - Private,4,Same as the national average,"ONE NOLTE DRIVE
KITTANNING, PA
",40.8089171,-79.5622006
390168,BUTLER MEMORIAL HOSPITAL,BUTLER,PA,16001,Acute Care Hospitals,Voluntary non-profit - Private,4,Same as the national average,"ONE HOSPITAL WAY
BUTLER, PA
",40.8673467,-79.8804145
390180,CROZER CHESTER MEDICAL CENTER,UPLAND,PA,19013,Acute Care Hospitals,Voluntary non-profit - Other,2,Below the national average,"ONE MEDICAL CENTER BOULEVARD
UPLAND, PA
",39.8557631,-75.3681915
390195,MAIN LINE HOSPITAL LANKENAU,WYNNEWOOD,PA,19096,Acute Care Hospitals,Voluntary non-profit - Private,4,Above the national average,"100 LANCASTER AVE
WYNNEWOOD, PA
",39.9883897,-75.2620003
390219,EXCELA HEALTH LATROBE HOSPITAL,LATROBE,PA,15650,Acute Care Hospitals,Voluntary non-profit - Other,3,Above the national average,"ONE MELLON WAY
LATROBE, PA
",40.3209298,-79.3946856
390258,ST MARY MEDICAL CENTER,LANGHORNE,PA,19047,Acute Care Hospitals,Voluntary non-profit - Church,4,Above the national average,"LANGHORNE-NEWTOWN RD
LANGHORNE, PA
",40.2003996,-74.929481
400001,PRESBYTERIAN COMMUNITY HOSP,SAN JUAN,PR,00907,Acute Care Hospitals,Voluntary non-profit - Other,3,Not Available,"1451 ASHFORD AVENUE
SAN JUAN, PR
",18.4550543,-66.0654679
400016,AUXILIO MUTUO HOSPITAL,HATO REY,PR,00918,Acute Care Hospitals,Voluntary non-profit - Private,2,Not Available,"PONCE DE LEON AVENUE STOP 36 1/2 #735
HATO REY, PR
",33.7751149,-84.2823576
400021,HOSPITAL DE LA CONCEPCION,SAN GERMAN,PR,00683,Acute Care Hospitals,Voluntary non-profit - Church,2,Not Available,"ROAD NUMBER 2 KM 173.4 CAIN ALTO
SAN GERMAN, PR
",18.0861163,-67.0381171
400022,HOSPITAL DAMAS INC,PONCE,PR,00717,Acute Care Hospitals,Voluntary non-profit - Private,2,Not Available,"PONCE BY PASS #2213
PONCE, PR
",17.9960098,-66.6242551
400032,HOSPITAL HERMANOS MELENDEZ INC,BAYAMON,PR,00960,Acute Care Hospitals,Proprietary,2,Not Available,"CARRETERA #2 KM 11 7
BAYAMON, PR
",33.4627061,-117.6200602
400044,SAN LUKE'S MEMORIAL HOSPITAL INC,PONCE,PR,00733,Acute Care Hospitals,Voluntary non-profit - Church,2,Not Available,"TITO CASTRO AVE #917
PONCE, PR
",18.0312283,-66.5927935
400109,HIMA SAN PABLO BAYAMON,BAYAMON,PR,00961,Acute Care Hospitals,Proprietary,2,Not Available,"CALLE SANTA CRUZ NUMERO 70 URB SANTA CRUZ
BAYAMON, PR
",18.3977117,-66.1472788
400114,MANATI MEDICAL CENTER DR OTERO LOPEZ,MANATI,PR,00674,Acute Care Hospitals,Proprietary,2,Not Available,"CALLE HERNANDEZ CARRION URB ATENAS
MANATI, PR
",18.4345707,-66.4823727
400120,HIMA SAN PABLO-CAGUAS,CAGUAS,PR,00725,Acute Care Hospitals,Proprietary,2,Not Available,"AVE LUIS MUNOZ MARIN
CAGUAS, PR
",18.2270107,-66.027318
420011,CANNON MEMORIAL HOSPITAL,PICKENS,SC,29671,Acute Care Hospitals,Voluntary non-profit - Private,3,Same as the national average,"123 MEDICAL PARK DRIVE PO BOX 188
PICKENS, SC
",34.8741802,-82.7071459
420015,BAPTIST EASLEY HOSPITAL,EASLEY,SC,29641,Acute Care Hospitals,Voluntary non-profit - Private,3,Same as the national average,"PO BOX 2129
EASLEY, SC
",34.829838,-82.6015206
420023,ST FRANCIS-DOWNTOWN,GREENVILLE,SC,29601,Acute Care Hospitals,Voluntary non-profit - Private,4,Above the national average,"ONE ST FRANCIS DR
GREENVILLE, SC
",34.8403724,-82.4214408
420106,PALMETTO HEALTH BAPTIST PARKRIDGE,COLUMBIA,SC,29212,Acute Care Hospitals,Voluntary non-profit - Private,3,Above the national average,"400 PALMETTO HEALTH PARKWAY
COLUMBIA, SC
",34.0875477,-81.1604196
430014,AVERA ST LUKES,ABERDEEN,SD,57401,Acute Care Hospitals,Voluntary non-profit - Church,5,Above the national average,"305 S STATE ST POST OFFICE BOX 4450
ABERDEEN, SD
",45.4526353,-98.4961733
440001,UNICOI COUNTY MEMORIAL HOSPITAL,ERWIN,TN,37650,Acute Care Hospitals,Voluntary non-profit - Private,3,Same as the national average,"GREENWAY CIRCLE
ERWIN, TN
",36.1335948,-82.4119463
440012,WELLMONT BRISTOL REGIONAL MEDICAL CENTER,BRISTOL,TN,37620,Acute Care Hospitals,Government - Hospital District or Authority,3,Above the national average,"ONE MEDICAL PARK BLVD
BRISTOL, TN
",36.5857156,-82.2567402
440082,SAINT THOMAS WEST HOSPITAL,NASHVILLE,TN,37205,Acute Care Hospitals,Voluntary non-profit - Church,4,Above the national average,"4220 HARDING RD, PO BOX 380
NASHVILLE, TN
",36.1293178,-86.8444772
450099,PAMPA REGIONAL MEDICAL CENTER,PAMPA,TX,79065,Acute Care Hospitals,Voluntary non-profit - Private,4,Same as the national average,"1 MEDICAL PLAZA
PAMPA, TX
",35.5723696,-100.9646846
450143,SETON SMITHVILLE REGIONAL HOSPITAL,SMITHVILLE,TX,78957,Acute Care Hospitals,Voluntary non-profit - Church,3,Not Available,"1201 HILL RD
SMITHVILLE, TX
",30.0041786,-97.1352366
450237,CHRISTUS SANTA ROSA HOSPITAL,SAN ANTONIO,TX,78207,Acute Care Hospitals,Voluntary non-profit - Church,4,Same as the national average,"333 NORTH SANTA ROSA STEET
SAN ANTONIO, TX
",29.4280812,-98.498342
450352,HUNT REGIONAL MEDICAL CENTER,GREENVILLE,TX,75401,Acute Care Hospitals,Government - Hospital District or Authority,3,Same as the national average,"4215 JOE RAMSEY BLVD
GREENVILLE, TX
",33.1223767,-96.123585
450369,CHILDRESS REGIONAL MEDICAL CENTER,CHILDRESS,TX,79201,Acute Care Hospitals,Government - Hospital District or Authority,4,Above the national average,"HWY 83 NORTH
CHILDRESS, TX
",34.4915108,-100.1948774
450395,MEMORIAL MEDICAL CENTER LIVINGSTON,LIVINGSTON,TX,77351,Acute Care Hospitals,Voluntary non-profit - Private,3,Below the national average,"1717 HWY 59 BYPASS
LIVINGSTON, TX
",30.6922614,-94.9526336
450662,VALLEY REGIONAL MEDICAL CENTER,BROWNSVILLE,TX,78526,Acute Care Hospitals,Proprietary,3,Below the national average,"100 A ALTON GLOOR
BROWNSVILLE, TX
",25.9783925,-97.5146917
451365,SETON HIGHLAND LAKES,BURNET,TX,78611,Critical Access Hospitals,Voluntary non-profit - Private,3,Same as the national average,"HIGHWAY 281 SOUTH
BURNET, TX
",30.758167,-98.2287597
460010,INTERMOUNTAIN MEDICAL CENTER,MURRAY,UT,84107,Acute Care Hospitals,Voluntary non-profit - Private,3,Above the national average,"5121 SOUTH COTTONWOOD STREET
MURRAY, UT
",40.6592601,-111.8921757
470001,CENTRAL VERMONT MEDICAL CENTER,BARRE,VT,05641,Acute Care Hospitals,Voluntary non-profit - Private,4,Same as the national average,"BOX 547
BARRE, VT
",44.1969972,-72.5019392
471306,SPRINGFIELD HOSPITAL,SPRINGFIELD,VT,05156,Critical Access Hospitals,Voluntary non-profit - Private,2,Below the national average,"PO BOX 2003
SPRINGFIELD, VT
",43.2984078,-72.4823117
490009,UNIVERSITY OF VIRGINIA MEDICAL CENTER,CHARLOTTESVILLE,VA,22908,Acute Care Hospitals,Government - State,2,Same as the national average,"JEFFERSON PARK AVE
CHARLOTTESVILLE, VA
",38.027823,-78.5109454
490117,CARILION TAZEWELL COMMUNITY HOSPITAL,TAZEWELL,VA,24651,Acute Care Hospitals,Voluntary non-profit - Other,3,Same as the national average,"388 BEN BOLT AVENUE
TAZEWELL, VA
",37.1237401,-81.4890367
490126,LEWISGALE HOSPITAL ALLEGHANY,LOW MOOR,VA,24457,Acute Care Hospitals,Voluntary non-profit - Private,3,Same as the national average,"ONE ARH LANE - PO BOX 7
LOW MOOR, VA
",37.7919428,-79.8808027
500044,MULTICARE DEACONESS HOSPITAL,SPOKANE,WA,99210,Acute Care Hospitals,Voluntary non-profit - Private,2,Below the national average,"W 800 FIFTH AVENUE
SPOKANE, WA
",47.6520085,-117.4232933
500051,OVERLAKE HOSPITAL MEDICAL CENTER,BELLEVUE,WA,98004,Acute Care Hospitals,Voluntary non-profit - Other,3,Same as the national average,"1035-116TH AVE NE
BELLEVUE, WA
",47.6201881,-122.1873435
501305,LINCOLN HOSPITAL,DAVENPORT,WA,99122,Critical Access Hospitals,Government - Hospital District or Authority,4,Above the national average,"10 NICHOLS STREET
DAVENPORT, WA
",47.65719,-118.1464461
510002,GREENBRIER VALLEY MEDICAL CENTER,RONCEVERTE,WV,24970,Acute Care Hospitals,Proprietary,3,Below the national average,"1320 MAPLEWOOD AVENUE
RONCEVERTE, WV
",37.7720721,-80.4685802
520037,MARSHFIELD MEDICAL CENTER,MARSHFIELD,WI,54449,Acute Care Hospitals,Voluntary non-profit - Church,2,Below the national average,"611 ST JOSEPH AVE
MARSHFIELD, WI
",44.6780444,-90.1770418
520103,COMMUNITY MEMORIAL HOSPITAL,MENOMONEE FALLS,WI,53051,Acute Care Hospitals,Voluntary non-profit - Private,3,Above the national average,"W180 N8085 TOWN HALL RD
MENOMONEE FALLS, WI
",43.1641812,-88.1373915
480001,"ROY LESTER SCHNEIDER HOSPITAL,THE",ST THOMAS,VI,00801,Acute Care Hospitals,Government - Local,2,Below the national average,"9048 SUGAR ESTATE
ST THOMAS, VI
",18.340328,-64.9146707
520207,AURORA MEDICAL CENTER,GRAFTON,WI,53024,Acute Care Hospitals,Voluntary non-profit - Private,4,Above the national average,"975 PORT WASHINGTON ROAD
GRAFTON, WI
",43.3237852,-87.9285543
521332,SPOONER HEALTH SYSTEM,SPOONER,WI,54801,Critical Access Hospitals,Voluntary non-profit - Private,3,Not Available,"1280 CHANDLER DR
SPOONER, WI
",45.8414491,-91.871935
670004,ST MARKS MEDICAL CENTER,LA GRANGE,TX,78945,Acute Care Hospitals,Voluntary non-profit - Private,4,Above the national average,"ONE ST MARK'S PLACE
LA GRANGE, TX
",29.9353329,-96.8762482
650001,GUAM MEMORIAL HOSPITAL AUTHORITY,TAMUNING,GU,96913,Acute Care Hospitals,Government - Local,3,Not Available,"85O GOV CARLOS G CAMACHO ROAD
TAMUNING, GU
",13.5048539,144.7745069
050280,MERCY MEDICAL CENTER REDDING,REDDING,CA,96001,Acute Care Hospitals,Voluntary non-profit - Private,3,Below the national average,"2175 ROSALINE AVE, CLAIRMONT HGTS
REDDING, CA
",40.5718769,-122.3952436
050309,SUTTER ROSEVILLE MEDICAL CENTER,ROSEVILLE,CA,95661,Acute Care Hospitals,Voluntary non-profit - Other,4,Same as the national average,"ONE MEDICAL PLAZA
ROSEVILLE, CA
",38.7664134,-121.2493333
070006,STAMFORD HOSPITAL,STAMFORD,CT,06904,Acute Care Hospitals,Voluntary non-profit - Private,3,Same as the national average,"ONE HOSPITAL PLAZA
STAMFORD, CT
",41.0544448,-73.5522909
070016,SAINT MARY'S HOSPITAL,WATERBURY,CT,06706,Acute Care Hospitals,Voluntary non-profit - Other,3,Below the national average,"56 FRANKLIN STEET
WATERBURY, CT
",41.5524757,-73.0366088
070029,BRISTOL HOSPITAL,BRISTOL,CT,06010,Acute Care Hospitals,Voluntary non-profit - Private,3,Above the national average,"BREWSTER RD
BRISTOL, CT
",41.6759584,-72.9357625
100054,TWIN CITIES HOSPITAL,NICEVILLE,FL,32578,Acute Care Hospitals,Proprietary,4,Above the national average,"2190 HWY 85 N
NICEVILLE, FL
",35.55533,-120.719749
110030,CARTERSVILLE MEDICAL CENTER,CARTERSVILLE,GA,30120,Acute Care Hospitals,Voluntary non-profit - Private,4,Below the national average,"960 JOE FRANK HARRIS PARKWAY
CARTERSVILLE, GA
",34.1995441,-84.7932932
110041,HABERSHAM COUNTY MEDICAL CTR,DEMOREST,GA,30535,Acute Care Hospitals,Government - Hospital District or Authority,3,Same as the national average,"541 HISTORIC HIGHWAY 441-NORTH
DEMOREST, GA
",34.5810438,-83.5370886
140015,BLESSING HOSPITAL,QUINCY,IL,62301,Acute Care Hospitals,Voluntary non-profit - Private,3,Above the national average,"BROADWAY AT 11TH STREET
QUINCY, IL
",39.9369171,-91.3992118
140286,KISHWAUKEE COMMUNITY HOSPITAL,DEKALB,IL,60115,Acute Care Hospitals,Voluntary non-profit - Private,4,Same as the national average,"ONE KISH HOSPITAL DRIVE
DEKALB, IL
",41.9613809,-88.7226569
160089,OTTUMWA REGIONAL HEALTH CENTER,OTTUMWA,IA,52501,Acute Care Hospitals,Proprietary,3,Below the national average,"1001 E PENNSYLVANIA
OTTUMWA, IA
",41.0288888,-92.3895049
220086,BETH ISRAEL DEACONESS MEDICAL CENTER,BOSTON,MA,02215,Acute Care Hospitals,Voluntary non-profit - Private,3,Same as the national average,"330 BROOKLINE AVENUE
BOSTON, MA
",42.3389344,-71.1073504
221300,MARTHA'S VINEYARD HOSPITAL INC,OAK BLUFFS,MA,02557,Critical Access Hospitals,Voluntary non-profit - Private,4,Above the national average,"ONE HOSPITAL ROAD, FIRST FL, WING 5, PO BOX 1477
OAK BLUFFS, MA
",41.4607418,-70.5798028
230269,"BEAUMONT HOSPITAL, TROY",TROY,MI,48085,Acute Care Hospitals,Voluntary non-profit - Private,3,Same as the national average,"44201 DEQUINDRE ROAD
TROY, MI
",42.6189457,-83.0935084
230273,DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER,DETROIT,MI,48201,Acute Care Hospitals,Proprietary,1,Below the national average,"4201 ST ANTOINE ST - 3M
DETROIT, MI
",42.3532334,-83.0554735
250097,SOUTHWEST MS REGIONAL MEDICAL CENTER,MCCOMB,MS,39649,Acute Care Hospitals,Government - Local,2,Below the national average,"215 MARION AV BOX 1307
MCCOMB, MS
",31.2510174,-90.4744002
251309,FIELD HEALTH SYSTEM,CENTREVILLE,MS,39631,Critical Access Hospitals,Government - Local,2,Not Available,"178 HIGHWAY 24
CENTREVILLE, MS
",31.0821139,-91.0588106
270003,ST PETER'S HOSPITAL,HELENA,MT,59601,Acute Care Hospitals,Voluntary non-profit - Private,3,Above the national average,"2475 BROADWAY
HELENA, MT
",46.5841413,-111.9946923
281326,ANTELOPE MEMORIAL HOSPITAL,NELIGH,NE,68756,Critical Access Hospitals,Voluntary non-profit - Private,3,Not Available,"P O BOX 229, 102 WEST 9TH ST
NELIGH, NE
",42.1342179,-98.0307509
290041,SUMMERLIN HOSPITAL MEDICAL CENTER,LAS VEGAS,NV,89144,Acute Care Hospitals,Proprietary,3,Below the national average,"657 TOWN CENTER DRIVE
LAS VEGAS, NV
",36.1811582,-115.3168257
310034,RIVERVIEW MEDICAL CENTER,RED BANK,NJ,07701,Acute Care Hospitals,Proprietary,3,Same as the national average,"ONE RIVERVIEW PLAZA
RED BANK, NJ
",40.3537476,-74.0636244
310044,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,PENNINGTON,NJ,08534,Acute Care Hospitals,Voluntary non-profit - Private,2,Below the national average,"ONE CAPITAL WAY
PENNINGTON, NJ
",40.2928234,-74.8049539
310091,MEMORIAL HOSPITAL OF SALEM COUNTY,SALEM,NJ,08079,Acute Care Hospitals,Voluntary non-profit - Private,3,Below the national average,"310 WOODSTOWN ROAD
SALEM, NJ
",39.5940226,-75.4445128
330024,MOUNT SINAI HOSPITAL,NEW YORK,NY,10029,Acute Care Hospitals,Voluntary non-profit - Private,3,Below the national average,"ONE GUSTAVE L LEVY PLACE
NEW YORK, NY
",40.7900393,-73.9522547
330049,NORTHERN DUTCHESS HOSPITAL,RHINEBECK,NY,12572,Acute Care Hospitals,Voluntary non-profit - Private,3,Same as the national average,"6511 SPRINGBROOK AVENUE
RHINEBECK, NY
",41.9354122,-73.912754
330136,MARY IMOGENE BASSETT HOSPITAL,COOPERSTOWN,NY,13326,Acute Care Hospitals,Voluntary non-profit - Private,2,Below the national average,"ONE ATWELL ROAD
COOPERSTOWN, NY
",42.695987,-74.923303
330195,LONG ISLAND JEWISH MEDICAL CENTER,NEW HYDE PARK,NY,11040,Acute Care Hospitals,Voluntary non-profit - Private,2,Below the national average,"270 - 05 76TH AVENUE
NEW HYDE PARK, NY
",40.7544453,-73.7077153
330386,CATSKILL REGIONAL MEDICAL CENTER,HARRIS,NY,12742,Acute Care Hospitals,Voluntary non-profit - Private,2,Below the national average,"68 HARRIS BUSHVILLE ROAD
HARRIS, NY
",41.7093262,-74.7373215
340030,DUKE UNIVERSITY HOSPITAL,DURHAM,NC,27710,Acute Care Hospitals,Proprietary,4,Above the national average,"PO BOX 3814 DUMC ERWIN RD
DURHAM, NC
",36.0078404,-78.9380188
340047,NORTH CAROLINA BAPTIST HOSPITAL,WINSTON-SALEM,NC,27157,Acute Care Hospitals,Voluntary non-profit - Private,3,Same as the national average,"MEDICAL CENTER BOULEVARD
WINSTON-SALEM, NC
",36.089796,-80.268565
340171,NOVANT HEALTH MATTHEWS MEDICAL CENTER,MATTHEWS,NC,28106,Acute Care Hospitals,Voluntary non-profit - Other,4,Below the national average,"1500 MATTHEWS TWNSHP PRKWY BOX 3310
MATTHEWS, NC
",35.120014,-80.7140524
351318,CARRINGTON HEALTH CENTER,CARRINGTON,ND,58421,Critical Access Hospitals,Voluntary non-profit - Private,4,Not Available,"PO BOX 461
CARRINGTON, ND
",47.4543891,-99.1231665
360133,GRANDVIEW HOSPITAL & MEDICAL CENTER,DAYTON,OH,45405,Acute Care Hospitals,Voluntary non-profit - Other,4,Above the national average,"405 GRAND AVENUE
DAYTON, OH
",33.4325619,-86.7186147
370048,MCCURTAIN MEMORIAL HOSPITAL,IDABEL,OK,74745,Acute Care Hospitals,Voluntary non-profit - Private,3,Same as the national average,"1301 LINCOLN ROAD
IDABEL, OK
",33.8831378,-94.7907256
370183,HILLCREST HOSPITAL HENRYETTA,HENRYETTA,OK,74437,Acute Care Hospitals,Proprietary,3,Not Available,"2401 W MAIN DEWEY
HENRYETTA, OK
",35.4385127,-96.0157216
390156,MERCY FITZGERALD HOSPITAL,DARBY,PA,19023,Acute Care Hospitals,Voluntary non-profit - Private,2,Below the national average,"LANSDOWNE &amp; BAILY RDS
DARBY, PA
",39.9268457,-75.2686695
410006,NEWPORT HOSPITAL,NEWPORT,RI,02840,Acute Care Hospitals,Voluntary non-profit - Private,4,Above the national average,"FRIENDSHIP STREET
NEWPORT, RI
",41.4970949,-71.3063265
420098,TIDELANDS WACCAMAW COMMUNITY HOSPITAL,MURRELLS INLET,SC,29576,Acute Care Hospitals,Voluntary non-profit - Private,4,Above the national average,"4070 HIGHWAY 17 BYPASS PO DRAWER 3350
MURRELLS INLET, SC
",33.5605554,-79.0430531
440175,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE,LAWRENCEBURG,TN,38464,Acute Care Hospitals,Proprietary,4,Same as the national average,"HWY 43 S BOX 847
LAWRENCEBURG, TN
",35.222435,-87.337946
450032,GOOD SHEPHERD MEDICAL CENTER MARSHALL,MARSHALL,TX,75670,Acute Care Hospitals,Voluntary non-profit - Private,3,Same as the national average,"811 S WASHINGTON
MARSHALL, TX
",32.5010807,-94.730149
450165,SOUTH TEXAS REGIONAL MEDICAL CENTER,JOURDANTON,TX,78026,Acute Care Hospitals,Proprietary,3,Same as the national average,"1905 HWY 97 EAST
JOURDANTON, TX
",28.9326367,-98.525852
450210,ETMC CARTHAGE,CARTHAGE,TX,75633,Acute Care Hospitals,Voluntary non-profit - Private,3,Not Available,"409 WEST COTTAGE
CARTHAGE, TX
",32.1673376,-94.3468817
500129,TACOMA GENERAL ALLENMORE HOSPITAL,TACOMA,WA,98405,Acute Care Hospitals,Voluntary non-profit - Private,2,Below the national average,"315 S MLK JR WAY
TACOMA, WA
",47.2415959,-122.4811334
510001,WEST VIRGINIA UNIVERSITY HOSPITALS,MORGANTOWN,WV,26506,Acute Care Hospitals,Voluntary non-profit - Private,2,Same as the national average,"MEDICAL CENTER DRIVE
MORGANTOWN, WV
",39.6542224,-79.9573211
510072,WETZEL COUNTY HOSPITAL,NEW MARTINSVILLE,WV,26155,Acute Care Hospitals,Government - Local,3,Not Available,"#3 EAST BENJAMIN DRIVE
NEW MARTINSVILLE, WV
",39.6810712,-80.8501977
490112,CJW MEDICAL CENTER,RICHMOND,VA,23235,Acute Care Hospitals,Proprietary,2,Below the national average,"7101 JAHNKE ROAD
RICHMOND, VA
",37.515832, -77.52488
010055,FLOWERS HOSPITAL,DOTHAN,AL,36305,Acute Care Hospitals,Proprietary,4,Above the national average,"4370 WEST MAIN STREET
DOTHAN, AL
",31.235991, -85.457937
040069,GREAT RIVER MEDICAL CENTER,BLYTHEVILLE,AR,72315,Acute Care Hospitals,Voluntary non-profit - Other,2,Below the national average,"1520 N DIVISION STREET
BLYTHEVILLE, AR
",35.943011, -89.918929
050414,MERCY HOSPITAL OF FOLSOM,FOLSOM,CA,95630,Acute Care Hospitals,Voluntary non-profit - Private,2,Below the national average,"1650 CREEKSIDE DRIVE
FOLSOM, CA
",38.671125, -121.145833
040055,SPARKS REGIONAL MEDICAL CENTER,FORT SMITH,AR,72902,Acute Care Hospitals,Proprietary,2,Below the national average,"1001 TOWSON AVENUE
FORT SMITH, AR
",35.374527, -94.421311
050108,"SUTTER MEDICAL CENTER, SACRAMENTO",SACRAMENTO,CA,95816,Acute Care Hospitals,Voluntary non-profit - Private,4,Same as the national average,"2825 CAPITOL AVENUE
SACRAMENTO, CA
",38.570258, -121.469682
050357,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,CA,93111,Acute Care Hospitals,Voluntary non-profit - Other,5,Above the national average,"351 S PATTERSON AVE
SANTA BARBARA, CA
",34.433739, -119.809308
030014,JOHN C. LINCOLN MEDICAL CENTER,PHOENIX,AZ,85020,Acute Care Hospitals,Voluntary non-profit - Private,3,Below the national average,"250 EAST DUNLAP AVENUE
PHOENIX, AZ
",33.567754, -112.07063
030007,VERDE VALLEY MEDICAL CENTER,COTTONWOOD,AZ,86326,Acute Care Hospitals,Voluntary non-profit - Private,4,Above the national average,"269 SOUTH CANDY LANE
COTTONWOOD, AZ
",34.735403, -112.031605
050580,LA PALMA INTERCOMMUNITY HOSPITAL,LA PALMA,CA,90623,Acute Care Hospitals,Proprietary,3,Below the national average,"7901 WALKER STREET
LA PALMA, CA
",33.847397, -118.037247
040118,NEA BAPTIST MEMORIAL HOSPITAL,JONESBORO,AR,72401,Acute Care Hospitals,Voluntary non-profit - Private,3,Above the national average,"4800 EAST JOHNSON AVENUE
JONESBORO, AR
",35.864204, -90.639107
